id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,Hông,隍,,"hô-kau ta-ta bô tsúi; kau-khut; khang-hu; sîn ê miâ, Sêng-hông-iâ.","河溝 乾乾 無 水; 溝窟; 空虛; 神 ê 名, 城隍爺.",Hong5,218,
,Hông,皇,,"thiⁿ, chì-tsun, chì-tōa, chì-kng; súi; chhiong-sēng; chiàⁿ tè-ông; Hông-tè.","天, 至尊, 至大, 至光; 媠; 充盛; 正 帝王; 皇帝.",Hong5,218,
,Hông,洪,,"tōa-tsúi lām-sám lâu; tōa, khoah; jī-sìⁿ Âng; hông-súi, hông-hok.","大水 濫糝 流; 大, 闊; 字姓 洪; 洪水, 洪福.",Hong5,218,
,Hông,鴻,,chiáu ê miâ chhin-chhiūⁿ gān; ke̍k-tōa; kià phoe ê khoán-sit; chhiàⁿ-kang.,鳥 ê 名 親像 雁; 極大; 寄 批 ê 款式; chhiàⁿ工.,Hong5,218,
,Hông,宏,,"tōa-thiaⁿ lāi ê ìn-siaⁿ; khoah, tōa; tōa-liōng, khoan-hông.","大廳 內 ê 應聲; 闊, 大; 大量, 寬宏.",Hong5,218,
,Hông,凰,,"bú ê chiáu-ông, hōng-hông.","母 ê 鳥王, 鳳凰.",Hong5,218,
,Hông,蓬,,"môa tiong-ng ê chháu; chhiong-sēng; loān-pe, loān-loān.","麻 中央 ê 草; 充盛; 亂飛, 亂亂.",Hong5,218,
,Hông,黃,,"thó͘-tōe ê sek-tī; tsúi-miâ; n̂g-sek, lâng ê jī-sìⁿ N̂g; Hông-hô.","土地 ê 色緻; 水名; 黃色, 人 ê 字姓 黃; 黃河.",Hong5,218,
,Hông,紅,,"lâm-hng ê sek-tī; âng, âng-sek; hong-tan, áu-hông.","南方 ê 色緻; 紅, 紅色; 紅丹, 嘔紅.",Hong5,218,
,Hông,鰉,,"chiū-sī hî ê miâ, hông-hî.","就是 魚 ê 名, 鰉魚.",Hong5,218,
,Hông,癀,,"pīⁿ ê miâ, n̂g-chèng, hàm-n̂g; hông-thán, hoat-hông.","病 ê 名, 黃症, 泛黃; 黃疸, 發癀.",Hong5,218,
,Hông,蝗,,"chia̍h chháu, chia̍h tiū-á ê thâng; chháu-meh.","食 草, 食 稻á ê 蟲; 草蜢.",Hong5,218,
,Hông,摓,,"pâng, thīⁿ-saⁿ, tōa-niá ê saⁿ.","縫, thīⁿ衫, 大領 ê 衫.",Hong5,218,
,Hông,餭,,"be̍h-lê-ko-thn̂g, bi̍t hô bí-hún lâi chian, gô-chiâⁿ-ê.","麥芽膏糖, 蜜 和 米粉 來 煎, 熬成ê.",Hong5,218,
,Hông,防,,"thô͘-hōaⁿ, lō͘-hōaⁿ; tí-tng, tiuⁿ-tî, pī-pān, kím-chí, tî-hông, koan-hông.","土岸, 路岸; 抵當, 張持, 備辦, 禁止, 持防, 關防.",Hong5,218,
,Hông,遑,,"bô tāi-chì, êng-êng, bô iàu-kín; hông-hông, chiū-sī tāi-chì tsōe, kóaⁿ-kín.","無 tāi-chì, 閒閒, 無 要緊; 遑遑, 就是 tāi-chì 濟, 趕緊.",Hong5,218,
,Hông,徨,,"kiâⁿ m̄-káⁿ chìn, tiû-tû; tsáiⁿ-iūⁿ.","行 m̄敢 進, 躊躇; 怎樣.",Hong5,218,
,Hông,篁,,"kian-tēng ê tek, té-tsat; tek ê miâ; tek ê chhiū-nâ.","堅定 ê 竹, 短節; 竹 ê 名; 竹 ê 樹林.",Hong5,218,
,Hông,瑝,,ge̍k sio-kha̍p ê siaⁿ.,玉 相磕 ê 聲.,Hong5,218,
,Hông,泓,,"tsúi chhim-chēng, tsúi ê miâ.","水 深靜, 水 ê 名.",Hong5,219,
,Hông,惶,,"hun-loān; kiaⁿ, kiaⁿ-hiâⁿ; chhiong-kông, hông-bông.","紛亂; 驚, 驚惶; 猖狂, 惶忙.",Hong5,219,
,Hông,弘,,"keng-hiân ê siaⁿ; tiùⁿ-ûi tín-tāng; khoah-tōa, tōa-liōng.","弓絃 ê 聲; 帳帷 振動; 闊大, 大量.",Hong5,219,
,Hông,閎,,"hāng-lō͘ ê mn̂g, mn̂g-lōng, mn̂g-kông; thiⁿ ê mn̂g, khoah-tōa.","巷路 ê 門, 門弄, 門栱; 天 ê 門, 闊大.",Hong5,219,
,Hông,吰,,"cheng ê siaⁿ, kó͘ ê siaⁿ.","鐘 ê 聲, 鼓 ê 聲.",Hong5,219,
,Hông,吰,,"cheng ê siaⁿ, kó͘ ê siaⁿ.","鐘 ê 聲, 鼓 ê 聲.",Hong5,219,
,Hông,妨,,"gāi-tio̍h, kan-gāi, siong-hāi, tsó͘-tòng, hông-gāi.","礙tio̍h, 干礙, 傷害, 阻擋, 妨礙.",Hong5,219,
,Hông,杭,,"sì-kak ê tsûn; kè-tsúi; só͘-tsāi miâ, Hâng-chiu.","四角 ê 船; 過水; 所在 名, 杭州.",Hong5,219,
,Hông,航,,"sì-kak ê tsûn; kè-tsúi, tah-tsûn.","四角 ê 船; 過水, 搭船.",Hong5,219,
,Hông,黌,,tha̍k-chheh ê só͘-tsāi; o̍h-tn̂g.,讀冊 ê 所在; 學堂.,Hong5,219,
,Hông,虹,,"ji̍t chiò hō͘-tsúi ê kàiⁿ-sek; kiàm ê miâ, chháu ê miâ; khēng, thiⁿ-ni̍h ê khēng.","日 照 雨水 ê kàiⁿ色; 劍 ê 名, 草 ê 名; 虹, 天裡 ê 虹.",Hong5,219,
,Hông,埄,,tîn-ai pe-khì ê khoán-sit; soa tè hong khí-lâi.,塵埃 飛去 ê 款式; 砂 tè 風 起來.,Hong5,219,
,Hông,塳,,tîn-ai pe-khì ê khoán-sit; soa tè hong khí-lâi.,塵埃 飛去 ê 款式; 砂 tè 風 起來.,Hong5,219,
,Hông,舡,,"tsûn, tsûn ê miâ, tsûn ê khoán-sit.","船, 船 ê 名, 船 ê 款式.",Hong5,219,
,Hông,鞃,,"chhia chêng ê chhâ, hō͘ koán-chhia ê lâng thang khè-chhiú.","車 前 ê 柴, hō͘ 管車 ê 人 通 khè手.",Hong5,219,
,Hông,颿,,"bé teh tsáu, tsûn kín-sái ê ì-sù.","馬 teh 走, 船 緊駛 ê 意思.",Hong5,219,
,Hông,鱑,,"chiū-sī hî ê miâ, hông-hî.","就是 魚 ê 名, 鱑魚.",Hong5,219,
,Hông,篊,,"tek ê khì-kū, lia̍h-hî ê khì-kū; ēng tek lâi hō͘ tsúi lâu.","竹 ê 器具, 掠魚 ê 器具; 用 竹 來 hō͘ 水 流.",Hong5,219,
,Hông,偟,,"bô-êng-kang, chhiong-kông.","無閒工, 猖狂.",Hong5,219,
,Hông,喤,,"sòe-hàn gín-á ê siaⁿ; soan-jióng, siū-khì; hô-ha̍p.","細漢 gín-á ê 聲; 喧嚷, 受氣; 和合.",Hong5,219,
,Hông,媓,,"[lû-hông|Lú-hông] Giâu-tè ê ài-hui, Chhó͘-bú ê hō.","女媓 堯帝 ê 愛妃, 楚母 ê 號.",Hong5,219,據《康熙》引揚雄《方言》：「南楚母謂之媓。」「楚母」非專名，不宜連寫。
,Hông,湟,,"tsúi-miâ, tùi [kim-siâⁿ|Kim-siâⁿ] chhut, lâu kàu hoan-tōe ê khòng-iá ji̍p tang-hô.","水名, 對 金城 出, 流 到 番地 ê 曠野 入 東河.",Hong5,219,據《康熙》引《說文》：「水出金城臨羌塞外，東入河。」「臨羌」係地名，「ji̍p tang-hô」亦不確。
,Hông,崲,,chiū-sī só͘-tsāi ê miâ.,就是 所在 ê 名.,Hong5,219,
,Hông,艎,,tsûn ê miâ; tō͘-tsûn.,船 ê 名; 渡船.,Hong5,219,
,Hông,簧,,"ta̍t-á chhùi ê thih pi-á, phín-á mo̍͘h, só ê chhi.","笛á 嘴 ê 鐵 觱á, phín-á 膜, 鎖 ê 腮.",Hong5,219,
,Hông,鍠,,cheng-kó͘ ê siaⁿ; ga̍k-khì ê siaⁿ-im; peng-khì.,鐘鼓 ê 聲; 樂器 ê 聲音; 兵器.,Hong5,219,
,Hông,芃,,"chháu chhiong-sēng ê ì-sù; bé tn̂g ê khoán, sòe-chiah siù ê miâ.","草 充盛 ê 意思; 尾 長 ê 款, 細隻 獸 ê 名.",Hong5,219,
,Hông,髼,,thâu-mn̂g jû-jû ê khoán-sit.,頭毛 jû-jû ê 款式.,Hong5,219,
,Hông,鬔,,thâu-mn̂g jû-jû ê khoán-sit.,頭毛 jû-jû ê 款式.,Hong5,219,
,Hông,綋,,"chiū-sī bō ê chhiu, bō-iaⁿ; khoah-tōa ê ì-sù.","就是 帽 ê 鬚, 帽纓; 闊大 ê 意思.",Hong5,219,
,Hông,葒,,"tsúi-chháu ê miâ, chiū-sī that tsûn-lō͘ ê chháu.","水草 ê 名, 就是 塞 船路 ê 草.",Hong5,220,
,Hông,葓,,"tsúi-chháu ê miâ, chiū-sī that tsûn-lō͘ ê chháu.","水草 ê 名, 就是 塞 船路 ê 草.",Hong5,220,
,Hông,𢂔,,"sio̍k-tī chit ê lūi, chit-bu̍t, pò͘-phit.","屬tī 織 ê 類, 織物, 布疋.",Hong5,220,
,Hông,䭰,,phang ê khì tsōe-tsōe ê ì-sù.,芳 ê 氣 濟濟 ê 意思.,Hong5,220,
,Hông,蟥,,"giat-á, ū khak ê thâng, kah-thâng.","蠍á, 有 殼 ê 蟲, 甲蟲.",Hong5,220,
,Hông,磺,,chiū-sī chio̍h ê miâ; ióng-béng.,就是 石 ê 名; 勇猛.,Hong5,220,
,Hông,翃,,"pe ê ì-sù, thâng teh-pe.","飛 ê 意思, 蟲 teh 飛.",Hong5,220,
,Hông,𦐌,,"pe ê ì-sù, thâng teh-pe.","飛 ê 意思, 蟲 teh 飛.",Hong5,220,
,Hông,宖,,"chhù-lāi ê siaⁿ hiáng-liāng; an-ún, chhù chhim hiáng-liāng.","厝內 ê 聲 響亮; 安穩, 厝 深 響亮.",Hong5,220,
,Hông,夆,,"gû sio-tak, khan-bán, saⁿ tú-tio̍h.","牛 相觸, 牽挽, 相 tú-tio̍h.",Hong5,220,
,Hông,灴,,"hé-iām, hé chhiong-sēng ê ì-sù.","火炎, 火 充盛 ê 意思.",Hong5,220,
,Hông,𪏙,,"nn̄g-lāi âng-âng ê mi̍h, nn̄g-jîn.","卵內 紅紅 ê 物, 卵仁.",Hong5,220,
,Hông,𨹁,,Hûn-lâm séng ê soaⁿ-miâ.,雲南 省 ê 山名.,Hong5,220,
,Hông,堭,,"Sêng-ông-biō, siâⁿ ê tî.","城王廟, 城 ê 池.",Hong5,220,
,Hông,耾,,"hī-lāi ê siaⁿ, chhàu-hī-lâng; lûi ê siaⁿ, tōa-siaⁿ.","耳內 ê 聲, 臭耳聾; 雷 ê 聲, 大聲.",Hong5,220,
,Hông,竑,,"khóng-khoah, niû, chhek-to̍k.","慷闊, 量, 測度.",Hong5,220,
,Hông,浲,,"tsúi-miâ, [tsûi-tsōaⁿ-chhut|tsúi tsōaⁿ-chhut] ê khoán-sit.","水名, 水 濺出 ê 款式.",Hong5,220,
,Hông,漨,,"tsúi-miâ, tsúi tsōaⁿ-chhut ê khoán-sit.","水名, 水 濺出 ê 款式.",Hong5,220,
,Hông,䆖,,"tōa-keng-chhù, chhù chhim hiáng-liāng.","大間厝, 厝 深 響亮.",Hong5,220,
,Hông,㑂,,bōe-oē khì ê ì-sù; hóng-hut khòaⁿ-kìⁿ bô sím-si̍t ê khoán.,bōe-oē 去 ê 意思; 彷彿 看見 無 審實 ê 款.,Hong5,220,
,Hông,仜,,chiū-sī tōa-pak-tó͘ ê ì-sù.,就是 大腹肚 ê 意思.,Hong5,220,
,Hông,𠰈,,chiū-sī gû teh-háu ê siaⁿ.,就是 牛 teh 哮 ê 聲.,Hong5,220,
,Hông,䘕,,"chiū-sī thiòng-lo̍k, bô hoân-ló ê lâng.","就是 暢樂, 無 煩惱 ê 人.",Hong5,220,
,Hông,[⿰糹㢬|=紭],,"pa̍k bō ê tòa, ga̍k-khì ê sòaⁿ; pa̍k-tiâu; pa̍k lia̍h-chiáu-bāng ê tòa.","縛 帽 ê 帶, 樂器 ê 線; 縛牢; 縛 掠鳥網 ê 帶.",Hong5,220,
,Hông,䲳,,chiū-sī pe lo̍h ē-bīn ê ì-sù.,就是 飛 落 下面 ê 意思.,Hong5,220,
,Hông,𦐄,,chiū-sī pe lo̍h ē-bīn ê ì-sù.,就是 飛 落 下面 ê 意思.,Hong5,220,
,Hông,煌,,"hé-kng, kng-kng; tōa, chhiong-sēng.","火光, 光光; 大, 充盛.",Hong5,220,
,Hông,䂫,,chio̍h sio-kha̍p ê siaⁿ.,石 相磕 ê 聲.,Hong5,220,
,Hông,逢,,"hut-jiân saⁿ tú-tio̍h; ûi-ke̍h, tí-tng, ngiâ-chhiáⁿ, khoah-tōa.","忽然 相 tú-tio̍h; 違逆, 抵當, 迎請, 闊大.",Hong5,220,
,Hông,𩒼,,"thâu-khak, hoân-ló iu-būn ê khoán-sit.","頭殼, 煩惱 憂悶 ê 款式.",Hong5,220,
,Hông,䜶,,"âng-tāu, âng-sek tsōe-tsōe keh.","紅豆, 紅色 濟濟 格.",Hong5,221,
,Hông,紘,,"chiū-sī bō ê chhiu, bō-iaⁿ; khoah-tōa ê ì-sù.","就是 帽 ê 鬚, 帽纓; 闊大 ê 意思.",Hong5,221,
,Hông,𥔀,,chio̍h saⁿ-kha̍p-tio̍h ê siaⁿ.,石 相磕tio̍h ê 聲.,Hong5,221,
,Hông,桁,,chiū-sī tōa ê kha-khàu.,就是 大 ê 腳銬.,Hong5,221,
,Hông,菶,,"bō͘-sēng, chháu-tsōe, tsōe kiat-chí.","茂盛, 草 濟, 濟 結籽.",Hong5,221,
,Hông,迒,,"thò͘ ê lō͘, kha-jiah, siù ê kha-jiah.","兔 ê 路, 腳跡, 獸 ê 腳跡.",Hong5,221,
,Hông,叿,,"tōa-siaⁿ, chhut tōa-siaⁿ, koe-chhī ê lâng ê siaⁿ.","大聲, 出 大聲, 街市 ê 人 ê 聲.",Hong5,221,
,Hông,帆,,"sái-tsûn ê pò͘, tsûn-phâng, lūi tsûn-phâng.","駛船 ê 布, 船帆, 縋 船帆.",Hong5,221,
,Hông,訌,,"jiáu-loān, pāi-hoāi, sì-sòaⁿ.","擾亂, 敗壞, 四散.",Hong5,221,
,Hông,趪,,kek-la̍t ê khoán; bú-ióng ê khoán-sit; tiuⁿ-siat.,激力 ê 款; 撫養 ê 款式; 張設.,Hong5,221,
,Hông,𥮕,,chiū-sī nî-saⁿ ê khì-kū; tek-ko.,就是 晾衫 ê 器具; 竹篙.,Hong5,221,
,Hông,渢,,"tsúi-siaⁿ, tōa-tsúi ê siaⁿ, phû ê khoán-sit.","水聲, 大水 ê 聲, 浮 ê 款式.",Hong5,221,
,Hông,洚,,"tsúi lām-sám lâu, hoàn-lām, ge̍k-lâu; tsúi-miâ.","水 濫糝 流, 氾濫, 逆流; 水名.",Hong5,221,
,Hông,鐄,,"cheng ê siaⁿ, tōa-cheng; liâm-le̍k-to.","鐘 ê 聲, 大鐘; 鐮礪刀.",Hong5,221,
,Hông,璜,,"ge̍k ê miâ, pòaⁿ phek-ge̍k, gê ê lūi; pe̍h-ge̍k.","玉 ê 名, 半 碧玉, 牙 ê 類; 白玉.",Hong5,221,
,Hông,潢,,tsúi-miâ; chek-tsū tsúi ê tî; tsúi chhim-khoah ê khoán.,水名; 積聚 水 ê 池; 水 深闊 ê 款.,Hong5,221,
,Hông,䃔,,chio̍h hiat-lo̍h ê siaⁿ.,石 hiat落 ê 聲.,Hong5,221,
,Hông,䉺,,"tōa-chhng ê chhek âng-nōa, chhàu-bí, âng-bí.","大倉 ê 粟 紅爛, 臭米, 紅米.",Hong5,221,
,Hông,粠,,"tōa-chhng ê chhek âng-nōa, chhàu-bí, âng-bí.","大倉 ê 粟 紅爛, 臭米, 紅米.",Hong5,221,
,Hông,渹,,"tsúi-éng ê siaⁿ, tsúi chio̍h saⁿ kha̍p-tio̍h ê siaⁿ.","水湧 ê 聲, 水 石 相 磕tio̍h ê 聲.",Hong5,221,
,Hông,篷,,"tek phah ê chhio̍h, tsûn-chiah; tek tsòe ê phâng, phâng-kám.","竹 phah ê 蓆, 船隻; 竹 做 ê 篷, 篷𥴊.",Hong5,221,
,Hông,頏,,chiáu pe kē; ām-kún.,鳥 飛 低; 頷頸.,Hong5,221,
,Hông,降,,"kèng-ho̍k, bih-teh, phak-teh, lo̍h-lâi; tâu-hâng, hâng-ho̍k.","敬服, bih-teh, 覆teh, 落來; 投降, 降服.",Hong5,221,
,Hông,綘,,"ēng chiam-sòaⁿ thīⁿ saⁿ, pó͘-ba̍t, pâng, pâng-saⁿ, kún-saⁿ; chhâi-hông.","用 針線 綻 衫, 補密, 縫, 縫衫, 袞衫; 裁縫.",Hong5,221,
,Hông,縫,,"ēng chiam-sòaⁿ thīⁿ saⁿ, pó͘-ba̍t, pâng, pâng-saⁿ, kún-saⁿ; chhâi-hông.","用 針線 綻 衫, 補密, 縫, 縫衫, 袞衫; 裁縫.",Hong5,221,
,Hông,吭,,"chiáu ê nâ-âu, nâ-âu khang, thun lo̍h-khì; siaⁿ-im.","鳥 ê 嚨喉, 嚨喉 孔, 吞 落去; 聲音.",Hong5,221,
,Hông,礦,,"kim-ge̍k tī soaⁿ-ni̍h, bē chiâⁿ khì-kū; chho͘ ku̍t ê kim-ge̍k.","金玉 tī 山裡, 未 成 器具; 粗 掘 ê 金玉.",Hong5,221,
,Hông,𢪋,,"siang-chhiú the̍h, siang-chhiú hiàn-hō͘, chhiú the̍h mi̍h, chi̍t-phóng.","雙手 the̍h 雙手 獻hō͘, 手 the̍h物, 一捧.",Hong5,221,
,Hông,捧,,"siang-chhiú the̍h, siang-chhiú hiàn-hō͘, chhiú the̍h mi̍h, chi̍t-phóng.","雙手 the̍h, 雙手 獻hō͘, 手 the̍h物, 一捧.",Hong5,221,
,Hông,馮,,lâng ê jī-sìⁿ; tha̍k Pîn chiū-sī bé pháu-tsáu ê ì-sù.,人 ê 字姓; 讀 Pîn 就是 馬 跑走 ê 意思.,Hong5,221,
,hông,晃,Hóng,"put-chí-hông, chiū-sī chin hâng-ngó͘ ê ì-sù.","不止紅, 就是 真 行伍 ê 意思.",hong5,222,
,hông,—,,"káu-kā hông, tōa-teng hông, koe-chi̍h hông, chhú-bé-hông.","狗咬紅, 大丁紅, 雞舌紅, 鼠尾紅.",hong5,222,
,hông,—,,"hoat-hông, hoat kiáu-hông, hông tiùⁿ-móa.","發紅, 發 kiáu紅, 紅 漲滿.",hong5,222,
,hông,—,,"hông-hiám, chiū-sī chin-hiám ê ì-sù.","紅險, 就是 真險 ê 意思.",hong5,222,
,hông,—,,"hông-phah, hông-hiâm, chiū-sī hō͘-lâng hiâm ê ì-sù.","hông-phah, hông嫌, 就是 hō͘人 嫌 ê 意思.",hong5,222,
,hông,—,,"àm-hông, chiū-sī sió-khóa àm bô kàu-gia̍h kng ê ì-sù.","暗紅, 就是 小khóa 暗 無 夠額 光 ê 意思.",hong5,222,
,Hōng,鳳,,"hó-tiāu-thâu ê chiáu-miâ, sī kak ê; só͘-tsāi miâ; koaⁿ chit ê miâ; hōng-hông.","好兆頭 ê 鳥名, 是 kak ê; 所在 名; 官職 ê 名; 鳳凰.",Hong7,222,
,Hōng,奉,,"ēng siang-chhiú sêng-chiap; kiong-kèng, sêng-siū, hiàn-hō͘, ho̍k-sāi; hōng-bēng.","用 雙手 承接; 恭敬, 承受, 獻hō͘, 服事; 奉命.",Hong7,222,
,Hōng,賵,,sàng sí-lâng ê mi̍h; tsō͘-siⁿ [sèng|sàng] sí-lâng ê lé-sò͘.,送 死人 ê 物; 助生 送 死人 ê 禮數.,Hong7,222,
,Hōng,港,,tsúi lâu-lâi lâu-khì; siong-thong ê khoán-sit.,水 流來 流去; 相通 ê 款式.,Hong7,222,
,Hōng,俸,,"koaⁿ-hú ê sok-kim, hōng-lo̍k; hoa̍t-hōng.","官府 ê 束金, 俸祿; 罰俸.",Hong7,222,
,Hōng,烘,,"hé ê khoán-sit, hoat-hōng.","火 ê 款式, 發烘.",Hong7,222,
,Hōng,哄,,"tsōe-tsōe lâng chhiò-khek ê siaⁿ; phiàn-lâng, hōng-hōng-chhiò.","濟濟 人 唱曲 ê 聲; 騙人, 哄哄笑.",Hong7,222,
,Hōng,縫,,"lāng-khang, phāng, khang-phāng.","lāng 孔, 縫, 孔縫.",Hong7,222,
,Hōng,汞,,âng ê soa hòa tsòe súi-gûn.,紅 ê 砂 化 做 水銀.,Hong7,222,
,Hōng,覂,,chiū-sī hoán-hok khiàm-kheh ê ì-sù.,就是 反覆 欠缺 ê 意思.,Hong7,222,
,Hōng,𢇫,,chiū-sī hoán-hok khiàm-kheh ê ì-sù.,就是 反覆 欠缺 ê 意思.,Hong7,222,
,Hōng,𢪋,,"siang-chhiú the̍h, siang-chhiú hiàn-hō͘; chhiú phâng-mi̍h, chi̍t-phóng.","雙手 the̍h, 雙手 獻hō͘; 手 捧物, 一捧.",Hong7,222,
,Hōng,捧,,"siang-chhiú the̍h, siang-chhiú hiàn-hō͘; chhiú phâng-mi̍h, chi̍t-phóng.","雙手 the̍h, 雙手 獻hō͘; 手 捧物, 一捧.",Hong7,222,
,Hōng,綘,,"lāng-khang, phāng, khang-phāng.","lāng 孔, 縫, 孔縫.",Hong7,222,
,Hōng,澒,,"âng ê soa pìⁿ tsòe súi-gûn, khì bōe hun-piat, tsúi khui-khoah ê khoán.","紅 ê 砂 變 做 水銀, 氣 bōe 分別, 水 開闊 ê 款.",Hong7,222,
,Hu,虛,,"khang-khang, chheng-hiu, khiam-sùn; bô-si̍t, lām-sám, kiaⁿ-hiâⁿ, chhù-sū; hu-sim.","空空, 清幽, 謙遜; 無實, 濫糝, 驚惶 次序; 虛心.",Hu1,222,
,Hu,膚,,"pau-bah ê phê, khín-khín, pak-siah, pak-phê, hó, siū, boah, pho͘-pîⁿ, lī-khui, phê-hu, ki-hu.","包肉 ê 皮, 淺淺, 剝削, 剝皮, 好, 受, 抹, 鋪平, 離開, 皮膚, 肌膚.",Hu1,222,
,Hu,歔,,"phīⁿ chhut-ji̍p ê khùi; chheh-khùi, thî-háu, kiaⁿ, hu-hu-háu.","鼻 出入 ê 氣; 啜氣, 啼哮, 驚, 歔歔哮.",Hu1,222,
,Hu,墟,,"khang ê tōe, soaⁿ-á, kó͘-thióng, pîⁿ-po͘, tó-hoāi; chèng-lâng tsū-chi̍p, bóe-bōe, hi-tiûⁿ.","空 ê 地, 山á, 古塚, 平埔, 倒壞; 眾人 聚集, 買賣, 墟場.",Hu1,222,
,Hu,噓,,"chhùi chhut-ji̍p ê [khìn|khùi]; pûn-khùi; ha, ēng chhùi ha.","嘴 出入 ê 氣; pûn開; 哈, 用 嘴 哈.",Hu1,222,
,Hu,孚,,"pū-nn̄g; si̍t-tsāi, sìn-si̍t; oá-khò; tiāⁿ-tio̍h; iúⁿ-chhī, pok-kòa ê miâ.","孵卵; 實在, 信實; oá靠; 定tio̍h; 養飼,卜卦 ê 名.",Hu1,222,
,Hu,俘,,"kau-chiàn lia̍h-tio̍h-lâng; só͘-lia̍h-tio̍h ê lâng-mi̍h; the̍h, chhiúⁿ.","交戰 掠tio̍h人; 所 掠tio̍h ê 人物; the̍h, 搶.",Hu1,222,
,Hu,鈇,,pó͘-thâu; thâi-lâng ê ke-si.,斧頭; 刣人 ê 家私.,Hu1,222,
,Hu,趺,,khut-kha teh chē; pái-kha; hū-jîn-lâng àⁿ-io kiâⁿ-lé.,屈腳 teh 坐; 跛腳; 婦人人 àⁿ腰 行禮.,Hu1,222,
,Hu,𧀴,,"chháu ê miâ, chi̍t-miâ kiò-tsòe ah-chi̍h-chháu.","草 ê 名, 一名 叫做 鴨舌草.",Hu1,223,
,Hu,尃,,"pín sī-tōa; pâi-lia̍t, pho͘, pò-iông, kà-sī, sì-sòaⁿ.","稟 序大; 排列, 舖, 報揚, 教示, 四散.",Hu1,223,
,Hu,旉,,"pín sī-tōa; pâi-lia̍t, pho͘, pò-iông, kà-sī, sì-sòaⁿ.","稟 序大; 排列, 舖, 播揚, 教示, 四散.",Hu1,223,
,Hu,敷,,"pín sī-tōa; pâi-lia̍t, pho͘, pò-iông, kà-sī, sì-sòaⁿ.","稟 序大; 排列, 舖, 播揚, 教示, 四散.",Hu1,223,
,Hu,忓,,iu-būn; sim-koaⁿ hoân-ló ê ì-sù.,憂悶; 心肝 煩惱 ê 意思.,Hu1,223,
,Hu,琈,,"ge̍k-chhài ê sek, ge̍k ê miâ, súi ge̍k.","玉菜 ê 色, 玉 ê 名, 媠 玉.",Hu1,223,
,Hu,稃,,"bí ê khak, be̍h ê phê chho͘-khng.","米 ê 殼, 麥 ê 皮 粗糠.",Hu1,223,
,Hu,玞,,súi-chio̍h tiong-pān ê ge̍k; Kòe-khe soaⁿ-ē ê chio̍h.,媠石 中pān ê 玉; 檜溪 山下 ê 石.,Hu1,223,
,Hu,砆,,súi-chio̍h tiong-pān ê ge̍k; Kòe-khe soaⁿ-ē ê chio̍h.,媠石 中pān ê 玉; 檜溪 山下 ê 石.,Hu1,223,
,Hu,𥞂,,"bí ê khak, chhek-khak, chho͘-khng.","米 ê 殼, 粟殼, 粗糠.",Hu1,223,
,Hu,罦,,khàm chhia ê ì-sù; chiáu ê bāng.,khàm 車 ê 意思; 鳥 ê 網.,Hu1,223,
,Hu,郛,,"koh, siâⁿ-gōa ê tōa-koh; Tsu-jîn hoa̍t Tēng-kok ji̍p tī hit só͘-tsāi.","郭, 城外 ê 大郭; 邾人 伐 鄭國 入 tī hit 所在.",Hu1,223,
,Hu,欨,,"chhe, chhiò ê ì-sù; chhiò ê khoán-sit.","吹, 笑 ê 意思; 笑 ê 款式.",Hu1,223,
,Hu,泭,,"sái sòe tek-pâi-á, pa̍k-chhâ kè-tsúi.","駛 細 竹棑á, 縛柴 過水.",Hu1,223,
,Hu,𡃧,,"chhùi chhut-ji̍p ê khùi; pûn-khùi; ha, ēng chhùi ha; kú-chiàn.","嘴 出入 ê 氣; pûn氣; 哈, 用 嘴 哈; 舉荐.",Hu1,223,
,Hu,懯,,kín-kip ê khoán-sit.,緊急 ê 款式.,Hu1,223,
,Hu,㭪,,po͘-kiuⁿ chiū-sī chi̍t-khoán chhiū ê miâ.,埔姜 就是 一款 樹 ê 名.,Hu1,223,
,Hu,糐,,sio̍k hún tsòe ê ko-piáⁿ.,屬 粉 做 ê 糕餅.,Hu1,223,
,Hu,䴸,,"be̍h ê khak; gō͘-kak ê phoh; iû-kho͘, tāu-kho͘; be̍h-pho͘, be̍h-hu.","麥 ê 殼; 五穀 ê 粕; 油箍, 豆箍; 麥麩, 麥麩.",Hu1,223,
,Hu,麱,,"be̍h ê khak; gō͘-kak ê phoh; iû-kho͘, tāu-kho͘; be̍h-pho͘, be̍h-hu.","麥 ê 殼; 五穀 ê 粕; 油箍, 豆箍; 麥麩, 麥麩.",Hu1,223,
,Hu,麩,,"be̍h ê khak; gō͘-kak ê phoh; iû-kho͘, tāu-kho͘; be̍h-pho͘, be̍h-hu, gō͘-kak phah-iù.","麥 ê 殼; 五穀 ê 粕; 油箍, 豆箍; 麥麩, 麥麩, 五穀 phah 幼.",Hu1,223,
,Hu,夫,,"ta-po͘ lâng; ū la̍t oē pang-tsān; tsòe kang-hu ê lâng; sian-siⁿ ê chheng-ho͘; hu-jîn, tiōng-hu.","ta-po͘ 人; 有 力 會 幫贊; 做 工夫 ê 人; 先生 ê 稱呼; 夫人, 丈夫.",Hu1,223,
,Hu,𧏺,,"ia̍h-á, chián-á; á-sī tú-á chhut ê niû-á.","蝶á, 剪á; 抑是 tú-á 出 ê 娘á.",Hu1,223,
